datetime;ppt;epot
2020-12-30 11:00:00;0.0;0.0189328743545611
2020-12-30 12:00:00;0.0022305671386324403;0.019645806475685187
2020-12-30 13:00:00;0.008004738294598879;0.020192858532820785
2020-12-30 14:00:00;0.025705380291098638;0.020536749832320372
2020-12-30 15:00:00;0.07386623892002035;0.02065404475043029
2020-12-30 16:00:00;0.18993849701527413;0.020536749832320372
2020-12-30 17:00:00;0.43704390238456464;0.020192858532820785
2020-12-30 18:00:00;0.8998750095430278;0.019645806475685187
2020-12-30 19:00:00;1.6579994210433708;0.0189328743545611
2020-12-30 20:00:00;2.733578912282703;0.01810264731532709
2020-12-30 21:00:00;4.0329599949393495;0.01721170395869191
2020-12-30 22:00:00;5.3242847013622345;0.016320760602056728
2020-12-30 23:00:00;6.289899173015533;0.01549053356282272
2020-12-31 00:00:00;6.6492269275391855;0.014777601441698629
2020-12-31 01:00:00;6.289899173015533;0.014230549384563033
2020-12-31 02:00:00;5.3242847013622345;0.013886658085063447
2020-12-31 03:00:00;4.0329599949393495;0.013769363166953527
2020-12-31 04:00:00;2.733578912282703;0.013886658085063447
2020-12-31 05:00:00;1.6579994210433708;0.014230549384563033
2020-12-31 06:00:00;0.8998750095430278;0.01477760144169863
2020-12-31 07:00:00;0.43704390238456464;0.01549053356282272
2020-12-31 08:00:00;0.18993849701527413;0.016320760602056728
2020-12-31 09:00:00;0.07386623892002035;0.01721170395869191
2020-12-31 10:00:00;0.025705380291098638;0.01810264731532709
2020-12-31 11:00:00;0.008004738294598879;0.0189328743545611
2020-12-31 12:00:00;0.0022305671386324403;0.019645806475685187
2020-12-31 13:00:00;0.0;0.020192858532820785
2020-12-31 14:00:00;0.0;0.020536749832320372
2020-12-31 15:00:00;0.0;0.02065404475043029
2020-12-31 16:00:00;0.0;0.020536749832320372